trade_id,trade_date,settle_date,asset_class,counterparty,side,quantity,price,notional,status,fail_reason,days_to_resolve,actual_settle_date,fail_status,days_late,aging_bucket,estimated_cost
T106459,2026-07-06,2026-07-08,Corporate Bond,Quorum Custody Bank,Sell,1945526,103.38,201124017.93,Settled On Time,,,,N/A,0.0,,0.0
T106460,2026-07-16,2026-07-17,Equity,Palisade Trading Group,Sell,3333,49.57,165222.43,Settled On Time,,,,N/A,0.0,,0.0
T106461,2026-03-12,2026-03-16,Corporate Bond,Harborview Asset Services,Buy,1139575,100.86,114932963.08,Settled On Time,,,,N/A,0.0,,0.0
T106462,2026-03-26,2026-03-30,Corporate Bond,Bellwether Capital Partners,Sell,1332760,101.34,135059299.78,Settled On Time,,,,N/A,0.0,,0.0
T106463,2026-04-28,2026-04-29,Equity,Palisade Trading Group,Buy,6377,158.78,1012556.08,Settled On Time,,,,N/A,0.0,,0.0
T106464,2026-03-04,2026-03-05,ETF,Dunmore & Co.,Buy,16754,25.32,424253.98,Settled On Time,,,,N/A,0.0,,0.0
T106465,2026-07-16,2026-07-17,Government Bond,Everline Global Markets,Buy,450822,98.26,44299622.32,Settled On Time,,,,N/A,0.0,,0.0
T106466,2026-06-26,2026-06-29,Equity,Journeyman Capital,Buy,19486,54.45,1061041.61,Settled On Time,,,,N/A,0.0,,0.0
T106467,2026-07-10,2026-07-14,Corporate Bond,Bellwether Capital Partners,Buy,1178063,101.41,119471615.32,Settled On Time,,,,N/A,0.0,,0.0
T106468,2026-05-21,2026-05-22,Government Bond,Harborview Asset Services,Buy,1125779,96.7,108866870.27,Settled On Time,,,,N/A,0.0,,0.0
T106469,2026-06-22,2026-06-23,Government Bond,Everline Global Markets,Sell,1187850,103.45,122888227.96,Settled On Time,,,,N/A,0.0,,0.0
T106470,2026-06-09,2026-06-10,Equity,Bellwether Capital Partners,Buy,5082,37.26,189361.98,Settled On Time,,,,N/A,0.0,,0.0
T106471,2026-07-01,2026-07-03,Corporate Bond,Sable Point Capital,Sell,918880,99.51,91441672.13,Settled On Time,,,,N/A,0.0,,0.0
T106472,2026-05-19,2026-05-20,Government Bond,Fenwick Custody Solutions,Buy,1376635,101.63,139910272.5,Settled On Time,,,,N/A,0.0,,0.0
T106473,2026-06-24,2026-06-25,ETF,Kestrel Institutional Brokers,Buy,5476,23.81,130405.24,Settled On Time,,,,N/A,0.0,,0.0
T106474,2026-06-23,2026-06-24,Equity,Quorum Custody Bank,Buy,17298,44.71,773445.56,Settled On Time,,,,N/A,0.0,,0.0
T106475,2026-06-22,2026-06-23,Equity,Journeyman Capital,Buy,8882,60.53,537653.69,Settled On Time,,,,N/A,0.0,,0.0
T106476,2026-08-03,2026-08-05,Corporate Bond,Fenwick Custody Solutions,Sell,369084,94.46,34862037.08,Settled On Time,,,,N/A,0.0,,0.0
T106477,2026-04-30,2026-05-01,Equity,Oakferry Markets,Buy,18187,31.52,573164.05,Settled On Time,,,,N/A,0.0,,0.0
T106478,2026-08-04,2026-08-05,Equity,Northbridge Prime Services,Buy,11475,38.0,436085.19,Settled On Time,,,,N/A,0.0,,0.0
T106479,2026-03-03,2026-03-04,Equity,Ashford Securities,Sell,15398,19.88,306086.96,Settled On Time,,,,N/A,0.0,,0.0
T106480,2026-05-25,2026-05-27,Corporate Bond,Quorum Custody Bank,Sell,1618704,97.4,157667209.16,Settled On Time,,,,N/A,0.0,,0.0
T106481,2026-05-15,2026-05-18,ETF,Caldera Prime Brokerage,Sell,14678,47.12,691613.44,Settled On Time,,,,N/A,0.0,,0.0
T106482,2026-07-31,2026-08-03,Government Bond,Oakferry Markets,Buy,119383,96.11,11473976.35,Settled On Time,,,,N/A,0.0,,0.0
T106483,2026-03-05,2026-03-09,Corporate Bond,Bellwether Capital Partners,Buy,869672,101.88,88605406.65,Settled On Time,,,,N/A,0.0,,0.0
T106484,2026-04-06,2026-04-07,Government Bond,Bellwether Capital Partners,Buy,167182,99.92,16704690.11,Settled On Time,,,,N/A,0.0,,0.0
T106485,2026-05-21,2026-05-22,Government Bond,Caldera Prime Brokerage,Buy,1458803,96.94,141414716.61,Settled On Time,,,,N/A,0.0,,0.0
T106486,2026-07-23,2026-07-24,Equity,Oakferry Markets,Sell,7819,30.7,240043.19,Settled On Time,,,,N/A,0.0,,0.0
T106487,2026-05-20,2026-05-22,Corporate Bond,Journeyman Capital,Buy,1747731,101.26,176972011.17,Settled On Time,,,,N/A,0.0,,0.0
T106488,2026-06-22,2026-06-23,Equity,Meridian Capital Partners,Buy,1391,64.34,89497.06,Settled On Time,,,,N/A,0.0,,0.0
T106489,2026-03-31,2026-04-01,Government Bond,Fenwick Custody Solutions,Sell,1246822,102.68,128025803.33,Settled On Time,,,,N/A,0.0,,0.0
T106490,2026-08-14,2026-08-17,Equity,Caldera Prime Brokerage,Sell,7189,113.24,814072.04,Settled On Time,,,,N/A,0.0,,0.0
T106491,2026-07-17,2026-07-21,Corporate Bond,Palisade Trading Group,Buy,445977,98.91,44112969.45,Settled On Time,,,,N/A,0.0,,0.0
T106492,2026-03-05,2026-03-09,Corporate Bond,Quorum Custody Bank,Sell,399962,97.86,39138503.72,Settled On Time,,,,N/A,0.0,,0.0
T106493,2026-07-02,2026-07-03,Equity,Quorum Custody Bank,Buy,12595,103.53,1303909.51,Settled On Time,,,,N/A,0.0,,0.0
T106494,2026-03-20,2026-03-24,Corporate Bond,Bellwether Capital Partners,Buy,445459,100.02,44555514.63,Settled On Time,,,,N/A,0.0,,0.0
T106495,2026-06-08,2026-06-09,Equity,Sable Point Capital,Sell,4745,73.77,350016.16,Settled On Time,,,,N/A,0.0,,0.0
T106496,2026-07-03,2026-07-06,Equity,Kestrel Institutional Brokers,Buy,7690,18.72,143944.65,Settled On Time,,,,N/A,0.0,,0.0
T106497,2026-08-12,2026-08-13,ETF,Dunmore & Co.,Buy,7806,41.5,323920.49,Settled On Time,,,,N/A,0.0,,0.0
T106498,2026-03-11,2026-03-12,Equity,Dunmore & Co.,Buy,945,29.88,28239.67,Settled On Time,,,,N/A,0.0,,0.0
T106499,2026-04-20,2026-04-21,ETF,Kestrel Institutional Brokers,Sell,3038,66.61,202370.13,Settled On Time,,,,N/A,0.0,,0.0
T106500,2026-07-01,2026-07-02,Government Bond,Meridian Capital Partners,Sell,1457451,99.87,145553963.9,Settled On Time,,,,N/A,0.0,,0.0
T106501,2026-04-14,2026-04-15,Equity,Ashford Securities,Sell,6752,47.55,321060.26,Settled On Time,,,,N/A,0.0,,0.0
T106502,2026-07-03,2026-07-06,ETF,Journeyman Capital,Buy,5726,18.14,103864.53,Settled On Time,,,,N/A,0.0,,0.0
T106503,2026-03-31,2026-04-01,Government Bond,Everline Global Markets,Buy,1090113,104.08,113462312.34,Settled On Time,,,,N/A,0.0,,0.0
T106504,2026-03-27,2026-03-31,Corporate Bond,Sable Point Capital,Buy,1306573,98.47,128659040.05,Settled On Time,,,,N/A,0.0,,0.0
T106505,2026-06-04,2026-06-05,Equity,Meridian Capital Partners,Buy,2042,107.12,218746.36,Settled On Time,,,,N/A,0.0,,0.0
T106506,2026-06-30,2026-07-01,Government Bond,Harborview Asset Services,Sell,1648063,96.71,159376473.94,Settled On Time,,,,N/A,0.0,,0.0
T106507,2026-04-03,2026-04-06,Equity,Ironwood Clearing,Sell,5059,36.97,187049.04,Settled On Time,,,,N/A,0.0,,0.0
T106508,2026-08-03,2026-08-04,ETF,Quorum Custody Bank,Buy,6825,45.78,312438.32,Settled On Time,,,,N/A,0.0,,0.0
T106509,2026-08-03,2026-08-04,ETF,Northbridge Prime Services,Sell,886,38.98,34536.9,Settled On Time,,,,N/A,0.0,,0.0
T106510,2026-03-12,2026-03-16,Corporate Bond,Harborview Asset Services,Buy,1099605,99.26,109148354.62,Settled On Time,,,,N/A,0.0,,0.0
T106511,2026-04-22,2026-04-23,Equity,Quorum Custody Bank,Buy,7747,23.25,180093.59,Settled On Time,,,,N/A,0.0,,0.0
T106512,2026-06-05,2026-06-08,Equity,Meridian Capital Partners,Buy,3695,150.48,556007.78,Settled On Time,,,,N/A,0.0,,0.0
T106513,2026-05-26,2026-05-28,Corporate Bond,Bellwether Capital Partners,Sell,1317412,99.9,131605117.65,Settled On Time,,,,N/A,0.0,,0.0
T106514,2026-04-13,2026-04-14,Equity,Meridian Capital Partners,Sell,1695,32.64,55325.26,Settled On Time,,,,N/A,0.0,,0.0
T106515,2026-06-02,2026-06-03,ETF,Sable Point Capital,Sell,6728,62.86,422952.37,Settled On Time,,,,N/A,0.0,,0.0
T106516,2026-08-19,2026-08-21,Corporate Bond,Ridgeline Brokerage,Buy,489382,97.17,47552455.03,Settled On Time,,,,N/A,0.0,,0.0
T106517,2026-04-22,2026-04-24,Corporate Bond,Ashford Securities,Sell,725504,101.9,73928976.16,Settled On Time,,,,N/A,0.0,,0.0
T106518,2026-04-07,2026-04-08,Equity,Ridgeline Brokerage,Sell,2875,24.79,71274.83,Settled On Time,,,,N/A,0.0,,0.0
T106519,2026-07-09,2026-07-10,Equity,Thornfield Global Clearing,Buy,13112,64.02,839379.2,Settled On Time,,,,N/A,0.0,,0.0
T106520,2026-06-09,2026-06-10,Government Bond,Dunmore & Co.,Sell,624200,100.18,62533154.7,Settled On Time,,,,N/A,0.0,,0.0
T106521,2026-07-01,2026-07-02,Equity,Meridian Capital Partners,Buy,2512,52.72,132426.4,Settled On Time,,,,N/A,0.0,,0.0
T106522,2026-06-23,2026-06-24,Equity,Palisade Trading Group,Sell,779,38.47,29969.12,Settled On Time,,,,N/A,0.0,,0.0
T106523,2026-07-14,2026-07-15,Equity,Ashford Securities,Buy,14260,54.61,778770.15,Settled On Time,,,,N/A,0.0,,0.0
T106524,2026-07-08,2026-07-09,Equity,Quorum Custody Bank,Sell,9340,28.56,266706.26,Settled On Time,,,,N/A,0.0,,0.0
T106525,2026-06-16,2026-06-17,Government Bond,Harborview Asset Services,Buy,1059102,99.46,105341729.86,Settled On Time,,,,N/A,0.0,,0.0
T106526,2026-05-19,2026-05-20,Equity,Fenwick Custody Solutions,Sell,18615,38.16,710423.41,Settled On Time,,,,N/A,0.0,,0.0
T106527,2026-05-20,2026-05-21,Equity,Fenwick Custody Solutions,Sell,7734,53.23,411716.73,Settled On Time,,,,N/A,0.0,,0.0
T106528,2026-04-15,2026-04-16,ETF,Kestrel Institutional Brokers,Sell,19324,65.01,1256266.92,Settled On Time,,,,N/A,0.0,,0.0
T106529,2026-05-18,2026-05-19,Equity,Palisade Trading Group,Buy,7668,13.13,100680.94,Settled On Time,,,,N/A,0.0,,0.0
T106530,2026-06-16,2026-06-17,Equity,Quorum Custody Bank,Buy,1090,106.54,116131.55,Settled On Time,,,,N/A,0.0,,0.0
T106531,2026-07-06,2026-07-07,Government Bond,Everline Global Markets,Buy,1990036,100.26,199529151.23,Settled On Time,,,,N/A,0.0,,0.0
T106532,2026-07-15,2026-07-17,Corporate Bond,Quorum Custody Bank,Buy,1336532,99.01,132324560.94,Failed,Insufficient Securities (Long Fail),5.0,2026-07-22,Resolved,5.0,3-5 days,97405.58
T106533,2026-05-05,2026-05-06,Equity,Quorum Custody Bank,Sell,2209,20.88,46132.01,Settled On Time,,,,N/A,0.0,,0.0
T106534,2026-07-08,2026-07-09,Equity,Bellwether Capital Partners,Sell,16815,28.3,475835.39,Settled On Time,,,,N/A,0.0,,0.0
T106535,2026-05-15,2026-05-18,Equity,Greystone Trading LLC,Sell,4501,109.96,494925.39,Failed,DK - Trade/Documentation Discrepancy,1.0,2026-05-19,Resolved,1.0,1-2 days,72.86
T106536,2026-05-01,2026-05-04,Equity,Ashford Securities,Sell,1547,81.33,125817.9,Settled On Time,,,,N/A,0.0,,0.0
T106537,2026-03-27,2026-03-30,ETF,Thornfield Global Clearing,Buy,2763,60.91,168294.18,Settled On Time,,,,N/A,0.0,,0.0
T106538,2026-04-15,2026-04-16,ETF,Journeyman Capital,Sell,327,27.3,8926.42,Settled On Time,,,,N/A,0.0,,0.0
T106539,2026-06-29,2026-07-01,Corporate Bond,Fenwick Custody Solutions,Sell,1011311,100.96,102104732.24,Failed,Insufficient Securities (Long Fail),2.0,2026-07-03,Resolved,2.0,1-2 days,30064.17
T106540,2026-04-06,2026-04-07,Government Bond,Ridgeline Brokerage,Buy,1951144,97.8,190823874.37,Settled On Time,,,,N/A,0.0,,0.0
T106541,2026-03-11,2026-03-12,Equity,Northbridge Prime Services,Sell,14965,58.04,868563.18,Settled On Time,,,,N/A,0.0,,0.0
T106542,2026-04-16,2026-04-17,Government Bond,Sable Point Capital,Sell,172403,92.75,15989861.38,Settled On Time,,,,N/A,0.0,,0.0
T106543,2026-08-24,2026-08-25,ETF,Quorum Custody Bank,Buy,7604,55.55,422402.14,Settled On Time,,,,N/A,0.0,,0.0
T106544,2026-03-25,2026-03-26,Equity,Thornfield Global Clearing,Buy,19967,16.51,329754.13,Settled On Time,,,,N/A,0.0,,0.0
T106545,2026-03-24,2026-03-26,Corporate Bond,Everline Global Markets,Buy,759505,99.69,75715382.16,Settled On Time,,,,N/A,0.0,,0.0
T106546,2026-05-11,2026-05-12,Equity,Everline Global Markets,Sell,7035,35.73,251368.79,Settled On Time,,,,N/A,0.0,,0.0
T106547,2026-05-06,2026-05-07,ETF,Bellwether Capital Partners,Sell,19241,38.12,733480.92,Settled On Time,,,,N/A,0.0,,0.0
T106548,2026-08-11,2026-08-13,Corporate Bond,Greystone Trading LLC,Buy,652920,104.13,67986470.61,Settled On Time,,,,N/A,0.0,,0.0
T106549,2026-04-09,2026-04-10,Equity,Lindenmoor Securities,Sell,7758,46.93,364094.98,Settled On Time,,,,N/A,0.0,,0.0
T106550,2026-05-12,2026-05-13,Government Bond,Lindenmoor Securities,Sell,261551,101.54,26557161.15,Settled On Time,,,,N/A,0.0,,0.0
T106551,2026-04-20,2026-04-21,Equity,Northbridge Prime Services,Buy,13290,49.38,656255.1,Settled On Time,,,,N/A,0.0,,0.0
T106552,2026-04-13,2026-04-15,Corporate Bond,Oakferry Markets,Buy,759625,101.13,76819909.48,Settled On Time,,,,N/A,0.0,,0.0
T106553,2026-04-24,2026-04-27,Equity,Quorum Custody Bank,Buy,2262,121.39,274579.96,Settled On Time,,,,N/A,0.0,,0.0
T106554,2026-04-14,2026-04-15,Equity,Kestrel Institutional Brokers,Sell,4191,220.52,924214.99,Settled On Time,,,,N/A,0.0,,0.0
T106555,2026-07-06,2026-07-07,Equity,Fenwick Custody Solutions,Sell,17470,83.96,1466864.79,Settled On Time,,,,N/A,0.0,,0.0
T106556,2026-07-17,2026-07-20,Government Bond,Ironwood Clearing,Sell,1901721,99.66,189527146.27,Settled On Time,,,,N/A,0.0,,0.0
T106557,2026-03-30,2026-03-31,Equity,Ridgeline Brokerage,Buy,15159,37.56,569364.21,Settled On Time,,,,N/A,0.0,,0.0
T106558,2026-05-26,2026-05-27,Government Bond,Quorum Custody Bank,Buy,1158784,97.01,112409176.19,Settled On Time,,,,N/A,0.0,,0.0
T106559,2026-04-15,2026-04-16,Equity,Sable Point Capital,Sell,2985,127.75,381339.13,Settled On Time,,,,N/A,0.0,,0.0
T106560,2026-07-31,2026-08-03,ETF,Kestrel Institutional Brokers,Sell,13588,136.99,1861480.19,Settled On Time,,,,N/A,0.0,,0.0
T106561,2026-03-17,2026-03-18,Equity,Palisade Trading Group,Buy,13137,36.14,474724.18,Settled On Time,,,,N/A,0.0,,0.0
T106562,2026-05-11,2026-05-12,Equity,Ironwood Clearing,Buy,19135,8.7,166489.66,Settled On Time,,,,N/A,0.0,,0.0
T106563,2026-04-27,2026-04-28,Government Bond,Ashford Securities,Sell,1278828,97.99,125318208.0,Settled On Time,,,,N/A,0.0,,0.0
T106564,2026-05-01,2026-05-04,Equity,Oakferry Markets,Buy,4522,22.77,102953.87,Settled On Time,,,,N/A,0.0,,0.0
T106565,2026-08-14,2026-08-18,Corporate Bond,Bellwether Capital Partners,Sell,563510,100.72,56758296.78,Settled On Time,,,,N/A,0.0,,0.0
T106566,2026-06-03,2026-06-04,ETF,Meridian Capital Partners,Buy,10317,58.98,608511.31,Settled On Time,,,,N/A,0.0,,0.0
T106567,2026-05-06,2026-05-07,ETF,Thornfield Global Clearing,Buy,14637,57.72,844815.39,Settled On Time,,,,N/A,0.0,,0.0
T106568,2026-07-22,2026-07-24,Corporate Bond,Ashford Securities,Sell,1407389,100.61,141602825.03,Settled On Time,,,,N/A,0.0,,0.0
T106569,2026-07-16,2026-07-17,Government Bond,Oakferry Markets,Sell,35689,95.99,3425864.71,Settled On Time,,,,N/A,0.0,,0.0
T106570,2026-03-24,2026-03-26,Corporate Bond,Ridgeline Brokerage,Buy,334547,105.75,35378993.81,Settled On Time,,,,N/A,0.0,,0.0
T106571,2026-05-20,2026-05-21,ETF,Meridian Capital Partners,Buy,298,22.27,6637.34,Settled On Time,,,,N/A,0.0,,0.0
T106572,2026-05-12,2026-05-14,Corporate Bond,Northbridge Prime Services,Sell,1344737,99.37,133623292.16,Settled On Time,,,,N/A,0.0,,0.0
T106573,2026-05-18,2026-05-20,Corporate Bond,Sable Point Capital,Sell,162289,99.99,16227556.91,Settled On Time,,,,N/A,0.0,,0.0
T106574,2026-04-30,2026-05-01,Equity,Palisade Trading Group,Sell,4391,10.38,45568.26,Settled On Time,,,,N/A,0.0,,0.0
T106575,2026-07-24,2026-07-28,Corporate Bond,Ashford Securities,Sell,813313,99.81,81180351.99,Settled On Time,,,,N/A,0.0,,0.0
T106576,2026-08-25,2026-08-26,Equity,Palisade Trading Group,Sell,18646,41.73,778174.61,Settled On Time,,,,N/A,0.0,,0.0
T106577,2026-03-03,2026-03-05,Corporate Bond,Palisade Trading Group,Sell,1003939,93.6,93970730.39,Settled On Time,,,,N/A,0.0,,0.0
T106578,2026-07-30,2026-07-31,Government Bond,Everline Global Markets,Sell,128156,93.92,12037051.97,Settled On Time,,,,N/A,0.0,,0.0
T106579,2026-07-31,2026-08-03,Government Bond,Northbridge Prime Services,Buy,1394656,102.62,143114245.24,Settled On Time,,,,N/A,0.0,,0.0
T106580,2026-05-04,2026-05-06,Corporate Bond,Quorum Custody Bank,Sell,1860872,99.78,185676022.46,Settled On Time,,,,N/A,0.0,,0.0
T106581,2026-05-25,2026-05-27,Corporate Bond,Quorum Custody Bank,Sell,1326654,102.55,136046805.07,Settled On Time,,,,N/A,0.0,,0.0
T106582,2026-03-17,2026-03-19,Corporate Bond,Ridgeline Brokerage,Sell,663218,101.04,67014428.23,Settled On Time,,,,N/A,0.0,,0.0
T106583,2026-04-30,2026-05-01,Equity,Palisade Trading Group,Sell,19221,48.19,926306.16,Settled On Time,,,,N/A,0.0,,0.0
T106584,2026-04-09,2026-04-10,ETF,Caldera Prime Brokerage,Sell,4137,36.12,149409.27,Settled On Time,,,,N/A,0.0,,0.0
T106585,2026-08-07,2026-08-10,Equity,Journeyman Capital,Buy,10500,17.91,188011.93,Settled On Time,,,,N/A,0.0,,0.0
T106586,2026-03-17,2026-03-18,Equity,Everline Global Markets,Buy,9640,30.03,289466.81,Settled On Time,,,,N/A,0.0,,0.0
T106587,2026-04-28,2026-04-29,Government Bond,Bellwether Capital Partners,Sell,369882,101.21,37437510.85,Settled On Time,,,,N/A,0.0,,0.0
T106588,2026-05-25,2026-05-26,Government Bond,Fenwick Custody Solutions,Buy,1562189,95.45,149104791.52,Settled On Time,,,,N/A,0.0,,0.0
T106589,2026-08-21,2026-08-24,ETF,Sable Point Capital,Buy,16864,65.44,1103605.06,Settled On Time,,,,N/A,0.0,,0.0
T106590,2026-07-23,2026-07-24,Equity,Lindenmoor Securities,Sell,4475,20.12,90022.23,Settled On Time,,,,N/A,0.0,,0.0
T106591,2026-08-13,2026-08-17,Corporate Bond,Palisade Trading Group,Sell,744427,104.03,77445123.61,Settled On Time,,,,N/A,0.0,,0.0
T106592,2026-04-23,2026-04-24,Equity,Kestrel Institutional Brokers,Buy,1213,49.95,60593.92,Settled On Time,,,,N/A,0.0,,0.0
T106593,2026-04-15,2026-04-17,Corporate Bond,Harborview Asset Services,Sell,1439556,101.86,146628403.18,Settled On Time,,,,N/A,0.0,,0.0
T106594,2026-06-09,2026-06-10,Government Bond,Journeyman Capital,Buy,1566064,107.07,167685024.56,Settled On Time,,,,N/A,0.0,,0.0
T106595,2026-04-28,2026-04-29,Equity,Thornfield Global Clearing,Sell,11376,30.04,341745.37,Settled On Time,,,,N/A,0.0,,0.0
T106596,2026-03-02,2026-03-03,Equity,Fenwick Custody Solutions,Sell,3104,110.71,343658.79,Settled On Time,,,,N/A,0.0,,0.0
T106597,2026-07-22,2026-07-23,Equity,Greystone Trading LLC,Buy,8364,61.48,514253.32,Settled On Time,,,,N/A,0.0,,0.0
T106598,2026-03-16,2026-03-17,Equity,Quorum Custody Bank,Sell,18757,167.9,3149245.37,Settled On Time,,,,N/A,0.0,,0.0
T106599,2026-04-02,2026-04-03,Equity,Harborview Asset Services,Sell,18351,39.71,728762.99,Settled On Time,,,,N/A,0.0,,0.0
T106600,2026-08-14,2026-08-17,Equity,Sable Point Capital,Sell,9292,244.95,2276080.62,Settled On Time,,,,N/A,0.0,,0.0
T106601,2026-07-08,2026-07-09,Equity,Thornfield Global Clearing,Buy,6266,54.69,342716.01,Settled On Time,,,,N/A,0.0,,0.0
T106602,2026-06-22,2026-06-23,Equity,Bellwether Capital Partners,Sell,19523,37.72,736322.22,Settled On Time,,,,N/A,0.0,,0.0
T106603,2026-03-20,2026-03-23,Equity,Northbridge Prime Services,Buy,17737,294.75,5227915.69,Settled On Time,,,,N/A,0.0,,0.0
T106604,2026-04-13,2026-04-15,Corporate Bond,Bellwether Capital Partners,Buy,1736298,101.01,175376715.9,Settled On Time,,,,N/A,0.0,,0.0
T106605,2026-04-03,2026-04-06,Equity,Ridgeline Brokerage,Buy,12113,15.18,183887.66,Settled On Time,,,,N/A,0.0,,0.0
T106606,2026-06-22,2026-06-23,Government Bond,Caldera Prime Brokerage,Buy,1912268,96.12,183806355.74,Settled On Time,,,,N/A,0.0,,0.0
T106607,2026-05-27,2026-05-28,Equity,Ridgeline Brokerage,Buy,14873,37.08,551516.89,Settled On Time,,,,N/A,0.0,,0.0
T106608,2026-05-01,2026-05-04,Equity,Palisade Trading Group,Sell,8848,17.02,150604.5,Settled On Time,,,,N/A,0.0,,0.0
T106609,2026-07-10,2026-07-13,Equity,Kestrel Institutional Brokers,Buy,13629,15.08,205492.0,Settled On Time,,,,N/A,0.0,,0.0
T106610,2026-07-16,2026-07-20,Corporate Bond,Everline Global Markets,Sell,1589440,102.17,162387567.0,Settled On Time,,,,N/A,0.0,,0.0
T106611,2026-07-09,2026-07-10,Equity,Fenwick Custody Solutions,Buy,11131,12.85,142984.88,Settled On Time,,,,N/A,0.0,,0.0
T106612,2026-03-17,2026-03-18,ETF,Ironwood Clearing,Sell,14463,51.67,747312.01,Settled On Time,,,,N/A,0.0,,0.0
T106613,2026-06-16,2026-06-17,Equity,Quorum Custody Bank,Sell,3758,84.08,315960.4,Settled On Time,,,,N/A,0.0,,0.0
T106614,2026-04-06,2026-04-07,Government Bond,Ridgeline Brokerage,Buy,400057,101.64,40663290.02,Settled On Time,,,,N/A,0.0,,0.0
T106615,2026-04-16,2026-04-17,Equity,Kestrel Institutional Brokers,Sell,1476,21.53,31785.15,Settled On Time,,,,N/A,0.0,,0.0
T106616,2026-08-21,2026-08-24,Equity,Everline Global Markets,Buy,1814,45.68,82863.23,Settled On Time,,,,N/A,0.0,,0.0
T106617,2026-05-12,2026-05-13,Government Bond,Lindenmoor Securities,Sell,763385,99.51,75965369.88,Settled On Time,,,,N/A,0.0,,0.0
T106618,2026-07-17,2026-07-20,Equity,Quorum Custody Bank,Sell,16009,101.94,1631887.11,Settled On Time,,,,N/A,0.0,,0.0
T106619,2026-04-10,2026-04-13,Equity,Kestrel Institutional Brokers,Sell,17302,75.52,1306573.99,Failed,Insufficient Securities (Long Fail),4.0,2026-04-17,Resolved,4.0,3-5 days,769.43
T106620,2026-08-20,2026-08-24,Corporate Bond,Ridgeline Brokerage,Buy,1801462,100.59,181216767.94,Settled On Time,,,,N/A,0.0,,0.0
T106621,2026-04-16,2026-04-17,Equity,Ashford Securities,Sell,10313,72.95,752310.53,Settled On Time,,,,N/A,0.0,,0.0
T106622,2026-03-31,2026-04-01,Equity,Kestrel Institutional Brokers,Sell,11453,127.7,1462535.21,Settled On Time,,,,N/A,0.0,,0.0
T106623,2026-04-24,2026-04-27,Equity,Ashford Securities,Sell,18382,168.44,3096330.21,Failed,DK - Trade/Documentation Discrepancy,4.0,2026-05-01,Resolved,4.0,3-5 days,1823.39
T106624,2026-03-30,2026-03-31,Equity,Meridian Capital Partners,Buy,19309,22.73,438937.34,Settled On Time,,,,N/A,0.0,,0.0
T106625,2026-06-15,2026-06-16,Government Bond,Meridian Capital Partners,Sell,103032,95.71,9861308.82,Settled On Time,,,,N/A,0.0,,0.0
T106626,2026-03-24,2026-03-26,Corporate Bond,Greystone Trading LLC,Sell,444347,98.66,43838437.66,Settled On Time,,,,N/A,0.0,,0.0
T106627,2026-04-03,2026-04-06,ETF,Palisade Trading Group,Sell,9277,51.28,475740.94,Settled On Time,,,,N/A,0.0,,0.0
T106628,2026-07-02,2026-07-03,Equity,Thornfield Global Clearing,Sell,14333,76.57,1097517.93,Settled On Time,,,,N/A,0.0,,0.0
T106629,2026-03-05,2026-03-09,Corporate Bond,Journeyman Capital,Buy,990008,99.11,98124068.25,Settled On Time,,,,N/A,0.0,,0.0
T106630,2026-05-15,2026-05-19,Corporate Bond,Ironwood Clearing,Buy,953660,92.35,88071346.5,Settled On Time,,,,N/A,0.0,,0.0
T106631,2026-07-01,2026-07-02,Equity,Dunmore & Co.,Sell,10376,45.13,468222.61,Settled On Time,,,,N/A,0.0,,0.0
T106632,2026-05-18,2026-05-19,Government Bond,Ashford Securities,Buy,1077883,100.55,108380094.47,Settled On Time,,,,N/A,0.0,,0.0
T106633,2026-03-02,2026-03-03,ETF,Ironwood Clearing,Sell,5406,16.0,86480.37,Settled On Time,,,,N/A,0.0,,0.0
T106634,2026-03-26,2026-03-30,Corporate Bond,Ironwood Clearing,Buy,844339,104.29,88052058.32,Settled On Time,,,,N/A,0.0,,0.0
